GCM,run,scenario,Unnamed: 0,0.8,1.0,1.2,1.5,2.0,2.5,3.0,4.0
UKESM1-0-LL,r2i1p1f2,ssp370,812,2010-07-16 00:00:00,2015-03-16 00:00:00,2018-09-16 00:00:00,2024-06-16 00:00:00,2032-05-16 00:00:00,2040-01-16 00:00:00,2047-05-16 00:00:00,2062-02-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp245,813,2010-06-16 00:00:00,2014-05-16 00:00:00,2017-02-16 00:00:00,2021-11-16 00:00:00,2029-03-16 00:00:00,2037-09-16 00:00:00,2048-01-16 00:00:00,2077-11-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp585,814,2004-12-16 00:00:00,2008-04-16 00:00:00,2012-07-16 00:00:00,2018-08-16 00:00:00,2027-10-16 00:00:00,2035-05-16 00:00:00,2042-09-16 00:00:00,2057-02-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp370,815,2004-12-16 00:00:00,2008-04-16 00:00:00,2013-01-16 00:00:00,2019-04-16 00:00:00,2029-02-16 00:00:00,2037-09-16 00:00:00,2045-07-16 00:00:00,2062-12-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp245,816,2004-12-16 00:00:00,2008-05-16 00:00:00,2012-10-16 00:00:00,2018-01-16 00:00:00,2027-08-16 00:00:00,2037-01-16 00:00:00,2048-02-16 00:00:00,2078-04-16 00:00:00
CESM2-LENS,r10i1p1f1,ssp370,817,2001-08-16 12:00:00,2005-07-16 12:00:00,2012-02-15 00:00:00,2025-04-16 00:00:00,2037-07-16 12:00:00,2052-04-16 00:00:00,2063-11-16 00:00:00,2084-06-16 00:00:00
CESM2-LENS,r1i1p1f1,ssp370,818,1997-02-15 00:00:00,2003-04-16 00:00:00,2010-10-16 12:00:00,2021-04-16 00:00:00,2037-04-16 00:00:00,2052-03-16 12:00:00,2063-12-16 12:00:00,2083-04-16 00:00:00
CESM2-LENS,r2i1p1f1,ssp370,819,2002-01-16 12:00:00,2009-02-15 00:00:00,2021-03-16 12:00:00,2029-05-16 12:00:00,2041-04-16 00:00:00,2055-01-16 12:00:00,2065-11-16 00:00:00,2084-08-16 12:00:00
CESM2-LENS,r3i1p1f1,ssp370,820,2001-03-16 12:00:00,2006-02-15 00:00:00,2013-09-16 00:00:00,2027-06-16 00:00:00,2041-04-16 00:00:00,2053-11-16 00:00:00,2064-01-16 12:00:00,2084-05-16 12:00:00
CESM2-LENS,r4i1p1f1,ssp370,821,2003-11-16 00:00:00,2009-11-16 00:00:00,2020-09-16 00:00:00,2029-10-16 12:00:00,2041-06-16 00:00:00,2051-10-16 12:00:00,2063-05-16 12:00:00,2083-11-16 00:00:00
CESM2-LENS,r5i1p1f1,ssp370,822,1995-04-16 00:00:00,2002-01-16 12:00:00,2006-12-16 12:00:00,2020-05-16 12:00:00,2037-03-16 12:00:00,2048-07-16 12:00:00,2059-08-16 12:00:00,2081-03-16 12:00:00
CESM2-LENS,r6i1p1f1,ssp370,823,1998-04-16 00:00:00,2003-11-16 00:00:00,2009-11-16 00:00:00,2026-08-16 12:00:00,2040-01-16 12:00:00,2051-08-16 12:00:00,2063-02-15 00:00:00,2083-02-15 00:00:00
CESM2-LENS,r7i1p1f1,ssp370,824,1997-02-15 00:00:00,2004-12-16 12:00:00,2015-01-16 12:00:00,2025-01-16 12:00:00,2038-08-16 12:00:00,2048-12-16 12:00:00,2059-12-16 12:00:00,2081-10-16 12:00:00
CESM2-LENS,r8i1p1f1,ssp370,825,2003-09-16 00:00:00,2007-10-16 12:00:00,2015-12-16 12:00:00,2026-06-16 00:00:00,2038-02-15 00:00:00,2050-07-16 12:00:00,2064-09-16 00:00:00,2084-02-15 00:00:00
CESM2-LENS,r9i1p1f1,ssp370,826,2001-01-16 12:00:00,2005-10-16 12:00:00,2013-10-16 12:00:00,2023-10-16 12:00:00,2038-03-16 12:00:00,2050-02-15 00:00:00,2062-08-16 12:00:00,2082-08-16 12:00:00
