GCM,run,scenario,1.5,2.0,2.5,3.0,4.0
GISS-E2-1-H,r1i1p3f1,ssp245,2046-11-16 00:00:00,2063-05-16 12:00:00,2082-01-16 12:00:00,,
GISS-E2-1-H,r4i1p3f1,ssp245,2045-04-16 00:00:00,2063-05-16 12:00:00,,,
GISS-E2-1-H,r3i1p3f1,ssp245,2044-03-16 12:00:00,2064-01-16 12:00:00,2087-01-16 12:00:00,,
HadGEM3-GC31-LL,r3i1p1f3,ssp585,2027-08-16 00:00:00,2037-03-16 00:00:00,2045-03-16 00:00:00,2052-02-16 00:00:00,2064-11-16 00:00:00
HadGEM3-GC31-LL,r3i1p1f3,ssp245,,,,,
HadGEM3-GC31-LL,r2i1p1f3,ssp585,2028-01-16 00:00:00,2037-09-16 00:00:00,2045-03-16 00:00:00,2052-01-16 00:00:00,2065-07-16 00:00:00
HadGEM3-GC31-LL,r2i1p1f3,ssp245,,,,,
HadGEM3-GC31-LL,r4i1p1f3,ssp585,2027-06-16 00:00:00,2034-10-16 00:00:00,2042-04-16 00:00:00,2050-02-16 00:00:00,2065-02-16 00:00:00
HadGEM3-GC31-LL,r4i1p1f3,ssp245,,,,,
HadGEM3-GC31-LL,r1i1p1f3,ssp585,2025-05-16 00:00:00,2033-10-16 00:00:00,2042-04-16 00:00:00,2050-05-16 00:00:00,2064-02-16 00:00:00
HadGEM3-GC31-LL,r1i1p1f3,ssp245,2026-04-16 00:00:00,2039-12-16 00:00:00,2051-11-16 00:00:00,2064-12-16 00:00:00,
HadGEM3-GC31-MM,r1i1p1f3,ssp585,2030-04-16 00:00:00,2037-07-16 00:00:00,2044-06-16 00:00:00,2051-06-16 00:00:00,2065-05-16 00:00:00
HadGEM3-GC31-MM,r3i1p1f3,ssp585,2031-02-16 00:00:00,2039-10-16 00:00:00,2047-02-16 00:00:00,2053-07-16 00:00:00,2066-05-16 00:00:00
HadGEM3-GC31-MM,r2i1p1f3,ssp585,2031-04-16 00:00:00,2038-03-16 00:00:00,2045-07-16 00:00:00,2052-09-16 00:00:00,2065-08-16 00:00:00
HadGEM3-GC31-MM,r4i1p1f3,ssp585,2033-06-16 00:00:00,2040-07-16 00:00:00,2046-12-16 00:00:00,2053-08-16 00:00:00,2066-09-16 00:00:00
IITM-ESM,r1i1p1f1,ssp585,2053-01-16 12:00:00,2067-03-16 12:00:00,2078-04-16 00:00:00,2090-01-16 12:00:00,
IITM-ESM,r1i1p1f1,ssp370,2058-08-16 12:00:00,2073-04-16 00:00:00,,,
IITM-ESM,r1i1p1f1,ssp245,2079-06-16 00:00:00,,,,
INM-CM4-8,r1i1p1f1,ssp585,2047-10-16 12:00:00,2058-08-16 12:00:00,2069-08-16 12:00:00,2083-02-15 00:00:00,
INM-CM4-8,r1i1p1f1,ssp370,2054-09-16 00:00:00,2067-03-16 12:00:00,2082-11-16 00:00:00,,
INM-CM4-8,r1i1p1f1,ssp245,2067-12-16 12:00:00,,,,
INM-CM5-0,r3i1p1f1,ssp370,2049-11-16 00:00:00,2064-10-16 12:00:00,2079-11-16 00:00:00,,
INM-CM5-0,r4i1p1f1,ssp370,2050-07-16 12:00:00,2067-05-16 12:00:00,2081-11-16 00:00:00,,
INM-CM5-0,r5i1p1f1,ssp370,2048-10-16 12:00:00,2062-01-16 12:00:00,2074-08-16 12:00:00,2089-01-16 12:00:00,
INM-CM5-0,r1i1p1f1,ssp585,2045-03-16 12:00:00,2058-10-16 12:00:00,2071-08-16 12:00:00,2085-02-15 00:00:00,
INM-CM5-0,r1i1p1f1,ssp370,2049-11-16 00:00:00,2067-03-16 12:00:00,2080-08-16 12:00:00,,
INM-CM5-0,r1i1p1f1,ssp245,2070-09-16 00:00:00,,,,
INM-CM5-0,r2i1p1f1,ssp370,2049-11-16 00:00:00,2069-04-16 00:00:00,2081-05-16 12:00:00,,
IPSL-CM5A2-INCA,r1i1p1f1,ssp370,2046-02-15 00:00:00,2058-06-16 00:00:00,2068-07-16 12:00:00,2077-11-16 00:00:00,
IPSL-CM6A-LR,r3i1p1f1,ssp585,2039-03-16 12:00:00,2047-03-16 12:00:00,2054-07-16 12:00:00,2061-06-16 00:00:00,2073-11-16 00:00:00
IPSL-CM6A-LR,r3i1p1f1,ssp370,2040-08-16 12:00:00,2050-10-16 12:00:00,2060-07-16 12:00:00,2069-09-16 00:00:00,2085-12-16 12:00:00
IPSL-CM6A-LR,r3i1p1f1,ssp245,2040-06-16 00:00:00,2054-07-16 12:00:00,2073-03-16 12:00:00,,
IPSL-CM6A-LR,r9i1p1f1,ssp370,2040-12-16 12:00:00,2050-03-16 12:00:00,2058-02-15 00:00:00,2067-07-16 12:00:00,2085-05-16 12:00:00
IPSL-CM6A-LR,r4i1p1f1,ssp585,2033-05-16 12:00:00,2043-07-16 12:00:00,2053-01-16 12:00:00,2059-03-16 12:00:00,2072-08-16 12:00:00
IPSL-CM6A-LR,r4i1p1f1,ssp370,2039-05-16 12:00:00,2048-05-16 12:00:00,2058-06-16 00:00:00,2066-10-16 12:00:00,2082-07-16 12:00:00
IPSL-CM6A-LR,r4i1p1f1,ssp245,2039-07-16 12:00:00,2053-10-16 12:00:00,2070-03-16 12:00:00,2089-09-16 00:00:00,
IPSL-CM6A-LR,r7i1p1f1,ssp370,2043-01-16 12:00:00,2051-12-16 12:00:00,2062-11-16 00:00:00,2073-02-15 00:00:00,2087-03-16 12:00:00
IPSL-CM6A-LR,r8i1p1f1,ssp370,2036-03-16 12:00:00,2047-11-16 00:00:00,2058-09-16 00:00:00,2066-05-16 12:00:00,2081-10-16 12:00:00
IPSL-CM6A-LR,r5i1p1f1,ssp370,2037-09-16 00:00:00,2048-05-16 12:00:00,2057-02-15 00:00:00,2066-05-16 12:00:00,2085-01-16 12:00:00
IPSL-CM6A-LR,r5i1p1f1,ssp245,2038-04-16 00:00:00,2050-11-16 00:00:00,2065-07-16 12:00:00,2083-01-16 12:00:00,
IPSL-CM6A-LR,r25i1p1f1,ssp245,2034-04-16 00:00:00,2046-12-16 12:00:00,2063-05-16 12:00:00,2086-03-16 12:00:00,
IPSL-CM6A-LR,r22i1p1f1,ssp245,2043-04-16 00:00:00,2058-03-16 12:00:00,2072-03-16 12:00:00,,
IPSL-CM6A-LR,r6i1p1f1,ssp585,2033-12-16 12:00:00,2044-01-16 12:00:00,2052-07-16 12:00:00,2059-12-16 12:00:00,2073-02-15 00:00:00
IPSL-CM6A-LR,r6i1p1f1,ssp370,2035-09-16 00:00:00,2046-12-16 12:00:00,2056-06-16 00:00:00,2065-02-15 00:00:00,2081-01-16 12:00:00
IPSL-CM6A-LR,r6i1p1f1,ssp245,2036-06-16 00:00:00,2051-06-16 00:00:00,2064-12-16 12:00:00,2088-11-16 00:00:00,
IPSL-CM6A-LR,r11i1p1f1,ssp245,2037-02-15 00:00:00,2050-11-16 00:00:00,2066-09-16 00:00:00,2085-12-16 12:00:00,
IPSL-CM6A-LR,r10i1p1f1,ssp370,2039-08-16 12:00:00,2051-12-16 12:00:00,2061-04-16 00:00:00,2069-05-16 12:00:00,2086-08-16 12:00:00
IPSL-CM6A-LR,r10i1p1f1,ssp245,2045-03-16 12:00:00,2056-01-16 12:00:00,2071-12-16 12:00:00,,
IPSL-CM6A-LR,r1i1p1f1,ssp585,2039-01-16 12:00:00,2046-03-16 12:00:00,2053-05-16 12:00:00,2060-12-16 12:00:00,2073-09-16 00:00:00
IPSL-CM6A-LR,r1i1p1f1,ssp370,2039-10-16 12:00:00,2048-09-16 00:00:00,2059-08-16 12:00:00,2069-12-16 12:00:00,2086-09-16 00:00:00
IPSL-CM6A-LR,r1i1p1f1,ssp245,2040-03-16 12:00:00,2054-09-16 00:00:00,2069-09-16 00:00:00,2090-06-16 00:00:00,
IPSL-CM6A-LR,r14i1p1f1,ssp585,2032-04-16 00:00:00,2040-10-16 12:00:00,2049-06-16 00:00:00,2058-04-16 00:00:00,2071-10-16 12:00:00
IPSL-CM6A-LR,r14i1p1f1,ssp370,2034-11-16 00:00:00,2047-04-16 00:00:00,2058-09-16 00:00:00,2066-10-16 12:00:00,2082-09-16 00:00:00
IPSL-CM6A-LR,r14i1p1f1,ssp245,2037-12-16 12:00:00,2051-09-16 00:00:00,2066-10-16 12:00:00,2083-03-16 12:00:00,
IPSL-CM6A-LR,r2i1p1f1,ssp585,2037-02-15 00:00:00,2047-10-16 12:00:00,2056-03-16 12:00:00,2063-07-16 12:00:00,2075-12-16 12:00:00
IPSL-CM6A-LR,r2i1p1f1,ssp370,2040-03-16 12:00:00,2049-08-16 12:00:00,2060-10-16 12:00:00,2070-09-16 00:00:00,2084-12-16 12:00:00
IPSL-CM6A-LR,r2i1p1f1,ssp245,2042-12-16 12:00:00,2057-06-16 00:00:00,2072-05-16 12:00:00,2087-07-16 12:00:00,
KACE-1-0-G,r3i1p1f1,ssp585,2027-10-16 00:00:00,2038-09-16 00:00:00,2048-12-16 00:00:00,2058-04-16 00:00:00,2076-08-16 00:00:00
KACE-1-0-G,r3i1p1f1,ssp370,2029-11-16 00:00:00,2042-04-16 00:00:00,2054-05-16 00:00:00,2066-03-16 00:00:00,2088-04-16 00:00:00
KACE-1-0-G,r3i1p1f1,ssp245,2028-03-16 00:00:00,2041-02-16 00:00:00,2056-05-16 00:00:00,2086-08-16 00:00:00,
KACE-1-0-G,r1i1p1f1,ssp585,2028-06-16 00:00:00,2038-01-16 00:00:00,2047-06-16 00:00:00,2057-05-16 00:00:00,2073-11-16 00:00:00
KACE-1-0-G,r1i1p1f1,ssp370,2029-06-16 00:00:00,2040-01-16 00:00:00,2052-05-16 00:00:00,2064-08-16 00:00:00,2086-07-16 00:00:00
KACE-1-0-G,r1i1p1f1,ssp245,2028-12-16 00:00:00,2042-01-16 00:00:00,2057-09-16 00:00:00,,
KACE-1-0-G,r2i1p1f1,ssp585,2028-10-16 00:00:00,2039-11-16 00:00:00,2050-04-16 00:00:00,2059-10-16 00:00:00,2076-08-16 00:00:00
KACE-1-0-G,r2i1p1f1,ssp370,2030-03-16 00:00:00,2042-03-16 00:00:00,2054-12-16 00:00:00,2066-08-16 00:00:00,2087-04-16 00:00:00
KACE-1-0-G,r2i1p1f1,ssp245,2030-01-16 00:00:00,2048-02-16 00:00:00,2064-02-16 00:00:00,2090-10-16 00:00:00,
KIOST-ESM,r1i1p1f1,ssp585,2047-03-17 12:00:00,2059-04-17 00:00:00,2071-04-17 00:00:00,2087-08-17 12:00:00,
KIOST-ESM,r1i1p1f1,ssp245,2059-03-17 12:00:00,,,,
MCM-UA-1-0,r1i1p1f2,ssp585,2040-01-17 00:00:00,2050-05-17 00:00:00,2059-12-17 00:00:00,2068-09-16 12:00:00,2087-07-17 00:00:00
MCM-UA-1-0,r1i1p1f2,ssp370,2050-10-17 00:00:00,2063-02-15 12:00:00,2072-09-16 12:00:00,2082-05-17 00:00:00,
MCM-UA-1-0,r1i1p1f2,ssp245,2053-10-17 00:00:00,2066-03-17 00:00:00,,,
MIROC-ES2L,r1i1p1f2,ssp585,2043-09-16 00:00:00,2053-06-16 00:00:00,2065-05-16 12:00:00,2076-01-16 12:00:00,
MIROC-ES2L,r1i1p1f2,ssp370,2049-10-16 12:00:00,2065-01-16 12:00:00,2078-12-16 12:00:00,,
MIROC-ES2L,r1i1p1f2,ssp245,2054-10-16 12:00:00,2081-12-16 12:00:00,,,
MIROC-ES2L,r2i1p1f2,ssp585,2044-10-16 12:00:00,2055-09-16 00:00:00,2067-08-16 12:00:00,2078-02-15 00:00:00,
MIROC-ES2L,r2i1p1f2,ssp370,2051-05-16 12:00:00,2067-03-16 12:00:00,2080-01-16 12:00:00,,
MIROC-ES2L,r2i1p1f2,ssp245,2052-09-16 00:00:00,2078-08-16 12:00:00,,,
MIROC-ES2L,r8i1p1f2,ssp585,2044-06-16 00:00:00,2055-01-16 12:00:00,2065-10-16 12:00:00,2075-03-16 12:00:00,
MIROC-ES2L,r8i1p1f2,ssp370,2051-07-16 12:00:00,2065-03-16 12:00:00,2079-05-16 12:00:00,,
MIROC-ES2L,r8i1p1f2,ssp245,2053-02-15 00:00:00,2076-05-16 12:00:00,,,
MIROC-ES2L,r18i1p1f2,ssp245,2055-12-16 12:00:00,2079-01-16 12:00:00,,,
MIROC-ES2L,r29i1p1f2,ssp245,2051-08-16 12:00:00,2081-09-16 00:00:00,,,
MIROC-ES2L,r22i1p1f2,ssp245,2056-10-16 12:00:00,2082-05-16 12:00:00,,,
MIROC-ES2L,r24i1p1f2,ssp245,2056-02-15 12:00:00,2081-04-16 00:00:00,,,
MIROC-ES2L,r30i1p1f2,ssp245,2052-09-16 00:00:00,2083-03-16 12:00:00,,,
MIROC-ES2L,r12i1p1f2,ssp245,2052-09-16 00:00:00,2077-07-16 12:00:00,,,
MIROC-ES2L,r6i1p1f2,ssp585,2046-06-16 00:00:00,2056-01-16 12:00:00,2065-12-16 12:00:00,2076-09-16 00:00:00,
MIROC-ES2L,r6i1p1f2,ssp370,2048-11-16 00:00:00,2064-12-16 12:00:00,2078-03-16 12:00:00,,
MIROC-ES2L,r6i1p1f2,ssp245,2053-10-16 12:00:00,2079-04-16 00:00:00,,,
MIROC-ES2L,r15i1p1f2,ssp245,2053-01-16 12:00:00,2077-08-16 12:00:00,,,
MIROC-ES2L,r9i1p1f2,ssp585,2042-12-16 12:00:00,2054-02-15 00:00:00,2064-12-16 12:00:00,2076-01-16 12:00:00,
MIROC-ES2L,r9i1p1f2,ssp370,2049-01-16 12:00:00,2064-12-16 12:00:00,2077-04-16 00:00:00,2090-07-16 12:00:00,
MIROC-ES2L,r9i1p1f2,ssp245,2055-02-15 00:00:00,2076-05-16 12:00:00,,,
MIROC-ES2L,r28i1p1f2,ssp245,2057-07-16 12:00:00,2087-03-16 12:00:00,,,
MIROC-ES2L,r4i1p1f2,ssp585,2041-04-16 00:00:00,2053-05-16 12:00:00,2064-04-16 00:00:00,2074-03-16 12:00:00,
MIROC-ES2L,r4i1p1f2,ssp370,2048-10-16 12:00:00,2063-11-16 00:00:00,2076-12-16 12:00:00,2089-12-16 12:00:00,
MIROC-ES2L,r4i1p1f2,ssp245,2051-10-16 12:00:00,2079-05-16 12:00:00,,,
MIROC-ES2L,r5i1p1f2,ssp585,2043-11-16 00:00:00,2055-03-16 12:00:00,2065-02-15 00:00:00,2075-07-16 12:00:00,
MIROC-ES2L,r5i1p1f2,ssp370,2050-06-16 00:00:00,2064-07-16 12:00:00,2078-12-16 12:00:00,,
MIROC-ES2L,r5i1p1f2,ssp245,2051-05-16 12:00:00,2075-09-16 00:00:00,,,
MIROC-ES2L,r23i1p1f2,ssp245,2050-05-16 12:00:00,2075-06-16 00:00:00,,,
MIROC-ES2L,r20i1p1f2,ssp245,2055-02-15 00:00:00,2082-05-16 12:00:00,,,
MIROC-ES2L,r13i1p1f2,ssp245,2055-12-16 12:00:00,2083-11-16 00:00:00,,,
MIROC-ES2L,r21i1p1f2,ssp245,2051-01-16 12:00:00,2078-08-16 12:00:00,,,
MIROC-ES2L,r17i1p1f2,ssp245,2057-09-16 00:00:00,2081-04-16 00:00:00,,,
MIROC-ES2L,r19i1p1f2,ssp245,2052-04-16 00:00:00,2077-03-16 12:00:00,,,
MIROC-ES2L,r10i1p1f2,ssp585,2043-09-16 00:00:00,2055-01-16 12:00:00,2066-01-16 12:00:00,2076-08-16 12:00:00,
MIROC-ES2L,r10i1p1f2,ssp370,2051-07-16 12:00:00,2065-11-16 00:00:00,2080-01-16 12:00:00,,
MIROC-ES2L,r10i1p1f2,ssp245,2056-03-16 12:00:00,2081-10-16 12:00:00,,,
MIROC-ES2L,r26i1p1f2,ssp245,2052-11-16 00:00:00,2079-10-16 12:00:00,,,
MIROC-ES2L,r14i1p1f2,ssp245,2056-11-16 00:00:00,2083-10-16 12:00:00,,,
MIROC-ES2L,r27i1p1f2,ssp245,2052-09-16 00:00:00,2078-12-16 12:00:00,,,
MIROC-ES2L,r3i1p1f2,ssp585,2044-10-16 12:00:00,2056-11-16 00:00:00,2066-10-16 12:00:00,2076-01-16 12:00:00,
MIROC-ES2L,r3i1p1f2,ssp370,2050-03-16 12:00:00,2063-11-16 00:00:00,2079-02-15 00:00:00,,
MIROC-ES2L,r3i1p1f2,ssp245,2055-10-16 12:00:00,2079-08-16 12:00:00,,,
MIROC-ES2L,r7i1p1f2,ssp585,2044-06-16 00:00:00,2056-01-16 12:00:00,2065-11-16 00:00:00,2074-09-16 00:00:00,
MIROC-ES2L,r7i1p1f2,ssp370,2050-12-16 12:00:00,2064-02-15 12:00:00,2077-09-16 00:00:00,2090-09-16 00:00:00,
MIROC-ES2L,r7i1p1f2,ssp245,2053-01-16 12:00:00,2082-08-16 12:00:00,,,
MIROC-ES2L,r25i1p1f2,ssp245,2052-09-16 00:00:00,2078-05-16 12:00:00,,,
MIROC-ES2L,r16i1p1f2,ssp245,2056-12-16 12:00:00,2081-07-16 12:00:00,,,
MIROC-ES2L,r11i1p1f2,ssp245,2053-01-16 12:00:00,2081-04-16 00:00:00,,,
MIROC6,r9i1p1f1,ssp585,2048-12-16 12:00:00,2060-12-16 12:00:00,2071-07-16 12:00:00,2081-12-16 12:00:00,
MIROC6,r9i1p1f1,ssp245,,,,,
MIROC6,r17i1p1f1,ssp585,2046-02-15 00:00:00,2059-03-16 12:00:00,2070-11-16 00:00:00,2080-01-16 12:00:00,
MIROC6,r17i1p1f1,ssp245,,,,,
MIROC6,r30i1p1f1,ssp585,2047-12-16 12:00:00,2060-01-16 12:00:00,2070-01-16 12:00:00,2080-04-16 00:00:00,
MIROC6,r30i1p1f1,ssp245,2066-06-16 00:00:00,,,,
MIROC6,r29i1p1f1,ssp585,2048-09-16 00:00:00,2059-08-16 12:00:00,2070-02-15 00:00:00,2080-03-16 12:00:00,
MIROC6,r29i1p1f1,ssp245,2066-02-15 00:00:00,,,,
MIROC6,r49i1p1f1,ssp585,2047-07-16 12:00:00,2058-07-16 12:00:00,2069-08-16 12:00:00,2079-12-16 12:00:00,
MIROC6,r49i1p1f1,ssp245,2066-10-16 12:00:00,,,,
MIROC6,r28i1p1f1,ssp585,2046-12-16 12:00:00,2058-08-16 12:00:00,2070-09-16 00:00:00,2080-11-16 00:00:00,
MIROC6,r28i1p1f1,ssp245,2062-11-16 00:00:00,,,,
MIROC6,r33i1p1f1,ssp585,2049-05-16 12:00:00,2060-02-15 12:00:00,2069-08-16 12:00:00,2079-03-16 12:00:00,
MIROC6,r33i1p1f1,ssp245,2062-01-16 12:00:00,2090-10-16 12:00:00,,,
MIROC6,r6i1p1f1,ssp585,2049-11-16 00:00:00,2059-11-16 00:00:00,2069-01-16 12:00:00,2079-05-16 12:00:00,
MIROC6,r6i1p1f1,ssp245,,,,,
MIROC6,r42i1p1f1,ssp585,2047-06-16 00:00:00,2057-06-16 00:00:00,2067-02-15 00:00:00,2077-07-16 12:00:00,
MIROC6,r42i1p1f1,ssp245,2059-02-15 00:00:00,,,,
MIROC6,r37i1p1f1,ssp585,2047-03-16 12:00:00,2059-12-16 12:00:00,2071-12-16 12:00:00,2081-10-16 12:00:00,
MIROC6,r37i1p1f1,ssp245,2067-12-16 12:00:00,,,,
MIROC6,r31i1p1f1,ssp585,2046-05-16 12:00:00,2059-04-16 00:00:00,2070-01-16 12:00:00,2080-08-16 12:00:00,
MIROC6,r31i1p1f1,ssp245,2061-01-16 12:00:00,,,,
MIROC6,r12i1p1f1,ssp585,2046-02-15 00:00:00,2057-11-16 00:00:00,2069-03-16 12:00:00,2079-03-16 12:00:00,
MIROC6,r12i1p1f1,ssp245,,,,,
MIROC6,r3i1p1f1,ssp585,2049-01-16 12:00:00,2060-02-15 12:00:00,2069-06-16 00:00:00,2078-03-16 12:00:00,
MIROC6,r3i1p1f1,ssp370,2056-06-16 00:00:00,2070-06-16 00:00:00,2083-09-16 00:00:00,,
MIROC6,r3i1p1f1,ssp245,2066-03-16 12:00:00,,,,
MIROC6,r50i1p1f1,ssp585,2048-08-16 12:00:00,2060-09-16 00:00:00,2069-11-16 00:00:00,2079-10-16 12:00:00,
MIROC6,r50i1p1f1,ssp245,2064-08-16 12:00:00,,,,
MIROC6,r45i1p1f1,ssp585,2049-03-16 12:00:00,2060-05-16 12:00:00,2072-02-15 12:00:00,2082-06-16 00:00:00,
MIROC6,r45i1p1f1,ssp245,2057-03-16 12:00:00,,,,
MIROC6,r26i1p1f1,ssp585,2050-10-16 12:00:00,2061-01-16 12:00:00,2072-02-15 12:00:00,2081-04-16 00:00:00,
MIROC6,r26i1p1f1,ssp245,2065-04-16 00:00:00,,,,
MIROC6,r4i1p1f1,ssp585,2046-12-16 12:00:00,2059-02-15 00:00:00,2070-09-16 00:00:00,2080-03-16 12:00:00,
MIROC6,r4i1p1f1,ssp245,,,,,
MIROC6,r7i1p1f1,ssp585,2047-12-16 12:00:00,2059-03-16 12:00:00,2070-05-16 12:00:00,2079-05-16 12:00:00,
MIROC6,r7i1p1f1,ssp245,,,,,
MIROC6,r36i1p1f1,ssp585,2047-06-16 00:00:00,2059-11-16 00:00:00,2071-08-16 12:00:00,2081-05-16 12:00:00,
MIROC6,r36i1p1f1,ssp245,2060-11-16 00:00:00,,,,
MIROC6,r20i1p1f1,ssp585,2047-10-16 12:00:00,2058-07-16 12:00:00,2069-10-16 12:00:00,2079-09-16 00:00:00,
MIROC6,r20i1p1f1,ssp245,,,,,
MIROC6,r5i1p1f1,ssp585,2047-04-16 00:00:00,2060-07-16 12:00:00,2071-06-16 00:00:00,2082-02-15 00:00:00,
MIROC6,r5i1p1f1,ssp245,,,,,
MIROC6,r25i1p1f1,ssp585,2051-12-16 12:00:00,2061-11-16 00:00:00,2071-08-16 12:00:00,2081-02-15 00:00:00,
MIROC6,r25i1p1f1,ssp245,2072-06-16 00:00:00,,,,
MIROC6,r46i1p1f1,ssp585,2047-09-16 00:00:00,2059-07-16 12:00:00,2070-11-16 00:00:00,2081-04-16 00:00:00,
MIROC6,r46i1p1f1,ssp245,2066-12-16 12:00:00,,,,
MIROC6,r21i1p1f1,ssp585,2047-06-16 00:00:00,2057-11-16 00:00:00,2068-09-16 00:00:00,2079-12-16 12:00:00,
MIROC6,r21i1p1f1,ssp245,2061-02-15 00:00:00,2090-07-16 12:00:00,,,
MIROC6,r27i1p1f1,ssp585,2049-03-16 12:00:00,2059-07-16 12:00:00,2071-10-16 12:00:00,2081-03-16 12:00:00,
MIROC6,r27i1p1f1,ssp245,2062-12-16 12:00:00,,,,
MIROC6,r22i1p1f1,ssp585,2047-12-16 12:00:00,2059-06-16 00:00:00,2070-10-16 12:00:00,2081-05-16 12:00:00,
MIROC6,r22i1p1f1,ssp245,2066-12-16 12:00:00,,,,
MIROC6,r23i1p1f1,ssp585,2047-12-16 12:00:00,2059-01-16 12:00:00,2069-07-16 12:00:00,2080-06-16 00:00:00,
MIROC6,r23i1p1f1,ssp245,2064-06-16 00:00:00,,,,
MIROC6,r47i1p1f1,ssp585,2048-04-16 00:00:00,2060-09-16 00:00:00,2070-03-16 12:00:00,2079-07-16 12:00:00,
MIROC6,r47i1p1f1,ssp245,2068-07-16 12:00:00,,,,
MIROC6,r2i1p1f1,ssp585,2049-07-16 12:00:00,2061-06-16 00:00:00,2071-03-16 12:00:00,2080-04-16 00:00:00,
MIROC6,r2i1p1f1,ssp370,2051-12-16 12:00:00,2070-11-16 00:00:00,2085-10-16 12:00:00,,
MIROC6,r2i1p1f1,ssp245,2062-04-16 00:00:00,,,,
MIROC6,r44i1p1f1,ssp585,2048-04-16 00:00:00,2059-10-16 12:00:00,2070-04-16 00:00:00,2079-05-16 12:00:00,
MIROC6,r44i1p1f1,ssp245,2061-01-16 12:00:00,,,,
MIROC6,r35i1p1f1,ssp585,2049-01-16 12:00:00,2061-02-15 00:00:00,2071-06-16 00:00:00,2079-11-16 00:00:00,
MIROC6,r35i1p1f1,ssp245,2066-03-16 12:00:00,,,,
MIROC6,r18i1p1f1,ssp585,2048-05-16 12:00:00,2060-01-16 12:00:00,2069-09-16 00:00:00,2078-10-16 12:00:00,
MIROC6,r18i1p1f1,ssp245,,,,,
MIROC6,r48i1p1f1,ssp585,2050-03-16 12:00:00,2060-06-16 00:00:00,2070-09-16 00:00:00,2080-06-16 00:00:00,
MIROC6,r48i1p1f1,ssp245,2062-03-16 12:00:00,,,,
MIROC6,r8i1p1f1,ssp585,2046-10-16 12:00:00,2059-06-16 00:00:00,2070-01-16 12:00:00,2080-01-16 12:00:00,
MIROC6,r8i1p1f1,ssp245,,,,,
MIROC6,r34i1p1f1,ssp585,2048-04-16 00:00:00,2058-11-16 00:00:00,2070-07-16 12:00:00,2080-08-16 12:00:00,
MIROC6,r34i1p1f1,ssp245,2062-12-16 12:00:00,,,,
MIROC6,r39i1p1f1,ssp585,2046-01-16 12:00:00,2057-07-16 12:00:00,2068-06-16 00:00:00,2078-01-16 12:00:00,
MIROC6,r39i1p1f1,ssp245,2056-08-16 12:00:00,,,,
MIROC6,r41i1p1f1,ssp585,2046-10-16 12:00:00,2058-12-16 12:00:00,2069-04-16 00:00:00,2079-02-15 00:00:00,
MIROC6,r41i1p1f1,ssp245,2062-08-16 12:00:00,,,,
MIROC6,r1i1p1f1,ssp585,2048-03-16 12:00:00,2060-04-16 00:00:00,2071-03-16 12:00:00,2080-01-16 12:00:00,
MIROC6,r1i1p1f1,ssp370,2052-11-16 00:00:00,2068-08-16 12:00:00,2082-09-16 00:00:00,,
MIROC6,r1i1p1f1,ssp245,2061-04-16 00:00:00,,,,
MIROC6,r38i1p1f1,ssp585,2050-02-15 00:00:00,2061-06-16 00:00:00,2071-03-16 12:00:00,2080-08-16 12:00:00,
MIROC6,r38i1p1f1,ssp245,2065-04-16 00:00:00,,,,
MIROC6,r32i1p1f1,ssp585,2045-12-16 12:00:00,2060-08-16 12:00:00,2071-09-16 00:00:00,2079-12-16 12:00:00,
MIROC6,r32i1p1f1,ssp245,2063-09-16 00:00:00,,,,
MIROC6,r24i1p1f1,ssp585,2047-06-16 00:00:00,2061-03-16 12:00:00,2072-02-15 12:00:00,2080-10-16 12:00:00,
MIROC6,r24i1p1f1,ssp245,2063-01-16 12:00:00,,,,
MIROC6,r13i1p1f1,ssp585,2046-08-16 12:00:00,2057-09-16 00:00:00,2069-01-16 12:00:00,2079-04-16 00:00:00,
MIROC6,r13i1p1f1,ssp245,,,,,
MIROC6,r19i1p1f1,ssp585,2049-03-16 12:00:00,2060-04-16 00:00:00,2071-02-15 00:00:00,2081-08-16 12:00:00,
MIROC6,r19i1p1f1,ssp245,,,,,
MIROC6,r43i1p1f1,ssp585,2049-07-16 12:00:00,2060-01-16 12:00:00,2070-09-16 00:00:00,2080-06-16 00:00:00,
MIROC6,r43i1p1f1,ssp245,2058-03-16 12:00:00,,,,
MIROC6,r15i1p1f1,ssp585,2048-05-16 12:00:00,2058-03-16 12:00:00,2068-09-16 00:00:00,2078-01-16 12:00:00,
MIROC6,r15i1p1f1,ssp245,,,,,
MIROC6,r40i1p1f1,ssp585,2046-02-15 00:00:00,2058-04-16 00:00:00,2070-12-16 12:00:00,2081-04-16 00:00:00,
MIROC6,r40i1p1f1,ssp245,2061-04-16 00:00:00,,,,
MIROC6,r11i1p1f1,ssp585,2049-10-16 12:00:00,2060-03-16 12:00:00,2070-02-15 00:00:00,2080-04-16 00:00:00,
MIROC6,r11i1p1f1,ssp245,,,,,
MIROC6,r10i1p1f1,ssp585,2047-12-16 12:00:00,2058-12-16 12:00:00,2070-10-16 12:00:00,2081-03-16 12:00:00,
MIROC6,r10i1p1f1,ssp245,,,,,
MIROC6,r16i1p1f1,ssp585,2050-05-16 12:00:00,2061-02-15 00:00:00,2070-10-16 12:00:00,2080-07-16 12:00:00,
MIROC6,r16i1p1f1,ssp245,,,,,
